Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
02/08/2022 21:08:43,"444","24,1","47","981"
02/08/2022 21:13:43,"453","24,1","47","981"
02/08/2022 21:18:43,"450","24,1","47","981"
02/08/2022 21:23:43,"455","24,1","47","981"
02/08/2022 21:28:43,"439","24,1","47","981"
02/08/2022 21:33:43,"451","24,1","48","981"
02/08/2022 21:38:43,"449","24,1","48","981"
02/08/2022 21:43:43,"447","24,1","48","982"
02/08/2022 21:48:43,"447","24,1","48","981"
02/08/2022 21:53:43,"444","24,1","48","981"
02/08/2022 21:58:43,"452","24,1","48","981"
02/08/2022 22:03:43,"448","24,1","48","982"
02/08/2022 22:08:43,"453","24,1","48","982"
02/08/2022 22:13:43,"458","24,1","48","982"
02/08/2022 22:18:43,"450","24,1","48","982"
02/08/2022 22:23:43,"473","24,1","48","982"
02/08/2022 22:28:43,"457","24,1","48","982"
02/08/2022 22:33:43,"455","24,0","48","982"
02/08/2022 22:38:43,"453","24,0","48","982"
02/08/2022 22:43:43,"456","24,1","48","982"
02/08/2022 22:48:43,"447","24,1","48","982"
02/08/2022 22:53:43,"473","24,0","48","982"
02/08/2022 22:58:43,"458","24,0","48","982"
02/08/2022 23:03:43,"452","24,0","48","982"
02/08/2022 23:08:43,"456","24,1","48","982"
02/08/2022 23:13:43,"467","24,1","48","982"
02/08/2022 23:18:43,"465","24,0","48","982"
02/08/2022 23:23:43,"469","24,0","48","982"
02/08/2022 23:28:43,"461","24,0","48","982"
02/08/2022 23:33:43,"473","24,0","48","982"
02/08/2022 23:38:43,"469","24,0","48","982"
02/08/2022 23:43:43,"471","24,0","48","982"
02/08/2022 23:48:43,"451","24,0","48","982"
02/08/2022 23:53:43,"462","24,0","48","982"
02/08/2022 23:58:43,"470","24,0","48","982"
03/08/2022 0:03:43,"467","24,0","48","982"
03/08/2022 0:08:43,"464","24,0","48","982"
03/08/2022 0:13:43,"457","24,0","48","982"
03/08/2022 0:18:43,"468","24,0","48","982"
03/08/2022 0:23:43,"462","24,0","48","982"
03/08/2022 0:28:43,"462","24,0","48","982"
03/08/2022 0:33:43,"451","24,0","48","982"
03/08/2022 0:38:43,"460","24,0","48","982"
03/08/2022 0:43:43,"465","24,0","48","982"
03/08/2022 0:48:43,"468","24,0","48","982"
03/08/2022 0:53:43,"468","24,0","48","982"
03/08/2022 0:58:43,"464","24,0","48","982"
03/08/2022 1:03:43,"465","24,0","48","982"
03/08/2022 1:08:43,"469","24,0","48","982"
03/08/2022 1:13:43,"465","24,0","48","982"
03/08/2022 1:18:43,"458","23,9","48","982"
03/08/2022 1:23:43,"455","23,9","48","982"
03/08/2022 1:28:43,"458","23,9","48","982"
03/08/2022 1:33:43,"451","24,0","48","982"
03/08/2022 1:38:43,"473","23,9","48","982"
03/08/2022 1:43:43,"458","23,9","48","982"
03/08/2022 1:48:43,"464","23,9","48","982"
03/08/2022 1:53:43,"454","23,9","48","982"
03/08/2022 1:58:43,"456","23,9","48","982"
03/08/2022 2:03:43,"460","23,9","48","982"
03/08/2022 2:08:43,"459","23,9","48","982"
03/08/2022 2:13:43,"460","23,9","48","982"
03/08/2022 2:18:43,"460","23,9","48","982"
03/08/2022 2:23:43,"456","23,9","48","982"
03/08/2022 2:28:43,"469","23,9","48","982"
03/08/2022 2:33:43,"454","23,9","48","982"
03/08/2022 2:38:43,"462","23,9","48","982"
03/08/2022 2:43:43,"472","23,9","48","982"
03/08/2022 2:48:43,"456","23,9","48","982"
03/08/2022 2:53:43,"461","23,9","48","982"
03/08/2022 2:58:43,"462","23,9","48","982"
03/08/2022 3:03:43,"456","23,9","48","982"
03/08/2022 3:08:43,"453","23,9","48","982"
03/08/2022 3:13:43,"461","23,9","48","982"
03/08/2022 3:18:43,"463","23,8","48","982"
03/08/2022 3:23:43,"460","23,8","48","982"
03/08/2022 3:28:43,"456","23,8","48","982"
03/08/2022 3:33:43,"460","23,8","48","981"
03/08/2022 3:38:43,"463","23,8","48","981"
03/08/2022 3:43:43,"468","23,8","48","981"
03/08/2022 3:48:43,"458","23,8","48","981"
03/08/2022 3:53:43,"463","23,8","48","981"
03/08/2022 3:58:43,"453","23,8","48","981"
03/08/2022 4:03:43,"461","23,8","48","981"
03/08/2022 4:08:43,"469","23,8","48","981"
03/08/2022 4:13:43,"462","23,8","48","981"
03/08/2022 4:18:43,"465","23,8","48","981"
03/08/2022 4:23:43,"457","23,8","48","981"
03/08/2022 4:28:43,"469","23,8","48","981"
03/08/2022 4:33:43,"466","23,8","48","981"
03/08/2022 4:38:43,"461","23,8","48","981"
03/08/2022 4:43:43,"453","23,7","48","981"
03/08/2022 4:48:43,"471","23,7","48","981"
03/08/2022 4:53:43,"464","23,8","48","981"
03/08/2022 4:58:43,"468","23,7","48","981"
03/08/2022 5:03:43,"457","23,7","48","981"
03/08/2022 5:08:43,"478","23,7","48","981"
03/08/2022 5:13:43,"461","23,7","48","981"
03/08/2022 5:18:43,"458","23,7","48","981"
03/08/2022 5:23:43,"474","23,7","48","981"
03/08/2022 5:28:43,"480","23,7","48","981"
03/08/2022 5:33:43,"467","23,7","48","981"
03/08/2022 5:38:43,"474","23,7","48","981"
03/08/2022 5:43:43,"473","23,6","48","981"
03/08/2022 5:48:43,"484","23,6","48","981"
03/08/2022 5:53:43,"482","23,6","48","981"
03/08/2022 5:58:43,"472","23,6","49","981"
03/08/2022 6:03:43,"481","23,6","49","981"
03/08/2022 6:08:43,"473","23,6","49","981"
03/08/2022 6:13:43,"481","23,6","49","981"
03/08/2022 6:18:43,"480","23,6","49","981"
03/08/2022 6:23:43,"480","23,6","49","981"
03/08/2022 6:28:43,"485","23,6","49","981"
03/08/2022 6:33:43,"469","23,6","49","981"
03/08/2022 6:38:43,"485","23,6","49","981"
03/08/2022 6:43:43,"486","23,6","49","981"
03/08/2022 6:48:43,"479","23,6","49","981"
03/08/2022 6:53:43,"482","23,6","49","981"
03/08/2022 6:58:43,"484","23,6","49","981"
03/08/2022 7:03:43,"497","23,6","49","981"
03/08/2022 7:08:43,"486","23,6","49","982"
03/08/2022 7:13:43,"489","23,7","49","981"
03/08/2022 7:18:43,"471","23,8","49","981"
03/08/2022 7:23:43,"482","23,9","49","981"
03/08/2022 7:28:43,"491","23,9","49","981"
03/08/2022 7:33:43,"528","24,0","49","981"
03/08/2022 7:38:43,"555","24,2","48","981"
03/08/2022 7:43:43,"528","24,4","48","981"
03/08/2022 7:48:43,"527","24,4","48","981"
03/08/2022 7:53:43,"529","24,6","48","981"
03/08/2022 7:58:43,"535","24,7","47","982"
03/08/2022 8:03:43,"522","24,8","47","982"
03/08/2022 8:08:43,"517","25,0","47","982"
03/08/2022 8:13:43,"529","25,2","46","982"
03/08/2022 8:18:43,"588","25,2","47","981"
03/08/2022 8:23:43,"546","25,3","47","981"
03/08/2022 8:28:43,"585","25,4","47","981"
03/08/2022 8:33:43,"577","25,6","46","981"
03/08/2022 8:38:43,"625","25,8","46","981"
03/08/2022 8:43:43,"652","25,9","46","982"
03/08/2022 8:48:43,"674","26,0","46","982"
03/08/2022 8:53:43,"670","26,1","46","982"
03/08/2022 8:58:43,"690","26,1","46","982"
03/08/2022 9:03:43,"681","26,2","45","982"
03/08/2022 9:08:43,"698","26,2","45","982"
03/08/2022 9:13:43,"694","26,3","45","982"
03/08/2022 9:18:43,"697","26,4","45","982"
03/08/2022 9:23:43,"691","26,4","45","982"
03/08/2022 9:28:43,"661","26,6","45","982"
03/08/2022 9:33:43,"657","26,7","45","982"
03/08/2022 9:38:43,"683","26,7","45","982"
03/08/2022 9:43:43,"652","26,8","45","982"
03/08/2022 9:48:43,"651","26,8","45","982"
03/08/2022 9:53:43,"676","26,8","45","982"
03/08/2022 9:58:43,"676","26,8","45","982"
03/08/2022 10:03:43,"655","26,8","45","982"
03/08/2022 10:08:43,"654","26,9","44","982"
03/08/2022 10:13:43,"646","26,9","44","982"
03/08/2022 10:18:43,"643","26,8","44","982"
03/08/2022 10:23:43,"622","26,8","44","982"
03/08/2022 10:28:43,"628","26,7","44","982"
03/08/2022 10:33:43,"613","26,6","45","982"
03/08/2022 10:38:43,"607","26,6","44","982"
03/08/2022 10:43:43,"611","26,5","45","982"
03/08/2022 10:48:43,"602","26,4","45","981"
03/08/2022 10:53:43,"608","26,4","45","981"
03/08/2022 10:58:43,"606","26,3","45","981"
03/08/2022 11:03:43,"610","26,3","45","981"
03/08/2022 11:08:43,"592","26,3","45","982"
03/08/2022 11:13:43,"594","26,3","45","981"
03/08/2022 11:18:43,"601","26,3","45","982"
03/08/2022 11:23:43,"579","26,3","45","981"
03/08/2022 11:28:43,"577","26,4","44","981"
03/08/2022 11:33:43,"551","26,4","44","981"
03/08/2022 11:38:43,"557","26,4","44","981"
03/08/2022 11:43:43,"542","26,3","44","981"
03/08/2022 11:48:43,"546","26,2","44","981"
03/08/2022 11:53:43,"510","26,1","44","981"
03/08/2022 11:58:43,"511","26,0","44","981"
03/08/2022 12:03:43,"508","26,0","44","981"
03/08/2022 12:08:43,"481","26,0","44","981"
03/08/2022 12:13:43,"469","26,0","44","981"
03/08/2022 12:18:43,"478","25,9","44","981"
03/08/2022 12:23:43,"470","25,9","44","981"
03/08/2022 12:28:43,"467","25,8","44","981"
03/08/2022 12:33:43,"487","25,8","44","981"
03/08/2022 12:38:43,"518","25,9","44","981"
03/08/2022 12:43:43,"587","25,9","45","981"
03/08/2022 12:48:43,"582","26,0","45","981"
03/08/2022 12:53:43,"618","26,0","45","981"
03/08/2022 12:58:43,"634","26,1","45","981"
03/08/2022 13:03:43,"637","26,2","45","981"
03/08/2022 13:08:43,"652","26,3","45","981"
03/08/2022 13:13:43,"681","26,3","45","981"
03/08/2022 13:18:43,"699","26,3","45","981"
03/08/2022 13:23:43,"700","26,4","45","981"
03/08/2022 13:28:43,"694","26,4","45","981"
03/08/2022 13:33:43,"689","26,4","45","981"
03/08/2022 13:38:43,"682","26,4","44","981"
03/08/2022 13:43:43,"673","26,5","44","981"
03/08/2022 13:48:43,"658","26,6","44","981"
03/08/2022 13:53:43,"712","26,6","44","980"
03/08/2022 13:58:43,"625","26,6","44","980"
03/08/2022 14:03:43,"607","26,6","44","980"
03/08/2022 14:08:43,"592","26,6","44","980"
03/08/2022 14:13:43,"608","26,6","43","980"
03/08/2022 14:18:43,"619","26,6","43","980"
03/08/2022 14:23:43,"615","26,6","44","980"
03/08/2022 14:28:43,"603","26,5","43","980"
03/08/2022 14:33:43,"596","26,5","43","980"
03/08/2022 14:38:43,"606","26,5","43","980"
03/08/2022 14:43:43,"608","26,4","43","980"
03/08/2022 14:48:43,"593","26,4","44","980"
03/08/2022 14:53:43,"614","26,4","44","980"
03/08/2022 14:58:43,"614","26,3","44","980"
03/08/2022 15:03:43,"603","26,3","44","980"
03/08/2022 15:08:43,"621","26,3","44","980"
03/08/2022 15:13:43,"570","26,3","43","980"
03/08/2022 15:18:43,"543","26,2","43","980"
03/08/2022 15:23:43,"565","26,0","44","980"
03/08/2022 15:28:43,"609","26,0","44","980"
03/08/2022 15:33:43,"620","26,0","44","980"
03/08/2022 15:38:43,"641","25,9","44","980"
03/08/2022 15:43:43,"697","26,0","44","980"
03/08/2022 15:48:43,"711","26,0","44","980"
03/08/2022 15:53:43,"767","26,0","44","980"
03/08/2022 15:58:43,"762","26,1","44","980"
03/08/2022 16:03:43,"817","26,0","44","980"
03/08/2022 16:08:43,"820","26,0","44","980"
03/08/2022 16:13:43,"837","26,0","44","980"
03/08/2022 16:18:43,"872","26,0","44","980"
03/08/2022 16:23:43,"886","26,1","44","980"
03/08/2022 16:28:43,"924","26,0","44","979"
03/08/2022 16:33:43,"909","26,1","44","979"
03/08/2022 16:38:43,"839","26,1","44","979"
03/08/2022 16:43:43,"740","26,1","43","979"
03/08/2022 16:48:43,"746","26,2","43","979"
03/08/2022 16:53:43,"719","26,2","43","979"
03/08/2022 16:58:43,"712","26,1","43","979"
03/08/2022 17:03:43,"708","25,9","43","979"
03/08/2022 17:08:43,"675","25,7","43","979"
03/08/2022 17:13:43,"662","25,4","44","979"
03/08/2022 17:18:43,"656","25,2","44","979"
03/08/2022 17:23:43,"629","25,0","44","979"
03/08/2022 17:28:43,"616","24,9","44","979"
03/08/2022 17:33:43,"610","24,8","44","979"
03/08/2022 17:38:43,"589","24,7","45","979"
03/08/2022 17:43:43,"575","24,6","45","979"
03/08/2022 17:48:43,"565","24,5","45","979"
03/08/2022 17:53:43,"561","24,4","45","979"
03/08/2022 17:58:43,"548","24,3","45","979"
03/08/2022 18:03:43,"544","24,3","45","979"
03/08/2022 18:08:43,"528","24,2","45","979"
03/08/2022 18:13:43,"534","24,2","45","979"
03/08/2022 18:18:43,"529","24,1","45","979"
03/08/2022 18:23:43,"527","24,1","45","979"
03/08/2022 18:28:43,"514","24,1","45","979"
03/08/2022 18:33:43,"505","24,1","45","979"
03/08/2022 18:38:43,"501","24,1","45","979"
03/08/2022 18:43:43,"491","24,1","45","979"
03/08/2022 18:48:43,"492","24,1","45","979"
03/08/2022 18:53:43,"487","24,1","45","979"
03/08/2022 18:58:43,"489","24,1","45","979"
03/08/2022 19:03:43,"484","24,1","45","979"
03/08/2022 19:08:43,"473","24,1","44","979"
03/08/2022 19:13:43,"490","24,1","44","979"
03/08/2022 19:18:43,"477","24,2","44","979"
03/08/2022 19:23:43,"471","24,2","44","979"
03/08/2022 19:28:43,"465","24,2","44","978"
03/08/2022 19:33:43,"478","24,2","44","979"
03/08/2022 19:38:43,"479","24,2","44","979"
03/08/2022 19:43:43,"469","24,2","44","978"
03/08/2022 19:48:43,"470","24,2","44","979"
03/08/2022 19:53:43,"462","24,2","44","979"
03/08/2022 19:58:43,"469","24,2","44","979"
03/08/2022 20:03:43,"456","24,2","44","979"
03/08/2022 20:08:43,"459","24,2","44","979"
03/08/2022 20:13:43,"452","24,2","44","979"
03/08/2022 20:18:43,"453","24,2","44","979"
03/08/2022 20:23:43,"464","24,2","44","979"
03/08/2022 20:28:43,"468","24,2","44","979"
03/08/2022 20:33:43,"464","24,2","44","979"
03/08/2022 20:38:43,"463","24,2","44","979"
03/08/2022 20:43:43,"463","24,2","44","979"
03/08/2022 20:48:43,"470","24,2","44","979"
03/08/2022 20:53:43,"447","24,2","44","979"
03/08/2022 20:58:43,"460","24,2","44","979"
03/08/2022 21:03:43,"467","24,2","44","979"
03/08/2022 21:08:43,"461","24,2","45","979"
03/08/2022 21:13:43,"453","24,2","45","979"
03/08/2022 21:18:43,"465","24,2","45","979"
03/08/2022 21:23:43,"460","24,2","45","979"
03/08/2022 21:28:43,"463","24,2","45","979"
03/08/2022 21:33:43,"454","24,2","45","979"
03/08/2022 21:38:43,"463","24,2","45","979"
03/08/2022 21:43:43,"468","24,2","45","979"
03/08/2022 21:48:43,"465","24,2","45","979"
03/08/2022 21:53:43,"455","24,2","45","979"
03/08/2022 21:58:43,"473","24,2","45","979"
03/08/2022 22:03:43,"469","24,2","46","979"
03/08/2022 22:08:43,"462","24,2","46","979"
03/08/2022 22:13:43,"468","24,2","46","979"
03/08/2022 22:18:43,"473","24,2","46","979"
03/08/2022 22:23:43,"472","24,2","46","979"
03/08/2022 22:28:43,"470","24,2","46","979"
03/08/2022 22:33:43,"467","24,2","46","979"
03/08/2022 22:38:43,"472","24,2","46","979"
03/08/2022 22:43:43,"462","24,2","46","979"
03/08/2022 22:48:43,"467","24,2","46","979"
03/08/2022 22:53:43,"466","24,2","46","979"
03/08/2022 22:58:43,"479","24,2","46","979"
03/08/2022 23:03:43,"487","24,2","46","979"
03/08/2022 23:08:43,"475","24,2","46","979"
03/08/2022 23:13:43,"471","24,2","46","979"
03/08/2022 23:18:43,"472","24,2","46","979"
03/08/2022 23:23:43,"465","24,2","46","979"
03/08/2022 23:28:43,"485","24,2","46","979"
03/08/2022 23:33:43,"472","24,2","46","979"
03/08/2022 23:38:43,"466","24,2","46","979"
03/08/2022 23:43:43,"474","24,1","46","979"
03/08/2022 23:48:43,"477","24,0","46","979"
03/08/2022 23:53:43,"463","24,0","46","979"
03/08/2022 23:58:43,"471","23,9","46","979"
04/08/2022 0:03:43,"473","23,8","46","979"
04/08/2022 0:08:43,"469","23,8","46","979"
04/08/2022 0:13:43,"470","23,8","46","979"
04/08/2022 0:18:43,"473","23,8","46","979"
04/08/2022 0:23:43,"475","23,8","46","979"
04/08/2022 0:28:43,"479","23,7","46","979"
04/08/2022 0:33:43,"484","23,8","46","979"
04/08/2022 0:38:43,"476","23,8","46","979"
04/08/2022 0:43:43,"474","23,8","46","979"
04/08/2022 0:48:43,"476","23,8","46","979"
04/08/2022 0:53:43,"488","23,8","46","979"
04/08/2022 0:58:43,"473","23,8","46","979"
04/08/2022 1:03:43,"481","23,8","46","979"
04/08/2022 1:08:43,"473","23,8","46","979"
04/08/2022 1:13:43,"475","23,8","46","979"
04/08/2022 1:18:43,"476","23,8","46","979"
04/08/2022 1:23:43,"487","23,8","46","979"
04/08/2022 1:28:43,"469","23,8","46","979"
04/08/2022 1:33:43,"470","23,8","46","979"
04/08/2022 1:38:43,"474","23,8","46","979"
04/08/2022 1:43:43,"472","23,8","46","979"
04/08/2022 1:48:43,"472","23,8","46","979"
04/08/2022 1:53:43,"481","23,8","46","979"
04/08/2022 1:58:43,"464","23,8","46","979"
04/08/2022 2:03:43,"471","23,8","46","979"
04/08/2022 2:08:43,"475","23,8","46","979"
04/08/2022 2:13:43,"466","23,8","46","979"
04/08/2022 2:18:43,"473","23,8","46","979"
04/08/2022 2:23:43,"469","23,8","46","979"
04/08/2022 2:28:43,"473","23,8","46","979"
04/08/2022 2:33:43,"464","23,8","46","979"
04/08/2022 2:38:43,"467","23,8","46","979"
04/08/2022 2:43:43,"481","23,8","46","979"
04/08/2022 2:48:43,"488","23,8","46","979"
04/08/2022 2:53:43,"479","23,8","46","979"
04/08/2022 2:58:43,"482","23,8","46","979"
04/08/2022 3:03:43,"469","23,8","46","979"
04/08/2022 3:08:43,"477","23,8","46","979"
04/08/2022 3:13:43,"482","23,9","46","979"
04/08/2022 3:18:43,"480","23,8","46","979"
04/08/2022 3:23:43,"479","23,8","46","979"
04/08/2022 3:28:43,"472","23,8","46","979"
04/08/2022 3:33:43,"470","23,8","46","979"
04/08/2022 3:38:43,"477","23,8","46","979"
04/08/2022 3:43:43,"479","23,9","46","979"
04/08/2022 3:48:43,"472","23,8","46","979"
04/08/2022 3:53:43,"482","23,8","46","979"
04/08/2022 3:58:43,"471","23,8","46","979"
04/08/2022 4:03:43,"480","23,8","46","979"
04/08/2022 4:08:43,"478","23,8","46","979"
04/08/2022 4:13:43,"477","23,8","46","978"
04/08/2022 4:18:43,"472","23,8","46","978"
04/08/2022 4:23:43,"476","23,8","46","978"
04/08/2022 4:28:43,"473","23,8","46","978"
04/08/2022 4:33:43,"482","23,8","46","978"
04/08/2022 4:38:43,"482","23,8","46","978"
04/08/2022 4:43:43,"474","23,8","46","978"
04/08/2022 4:48:43,"488","23,8","46","978"
04/08/2022 4:53:43,"469","23,8","46","978"
04/08/2022 4:58:43,"476","23,8","46","978"
04/08/2022 5:03:43,"486","23,8","46","978"
04/08/2022 5:08:43,"482","23,8","46","978"
04/08/2022 5:13:43,"486","23,8","47","978"
04/08/2022 5:18:43,"479","23,8","47","978"
04/08/2022 5:23:43,"478","23,8","47","978"
04/08/2022 5:28:43,"478","23,8","47","978"
04/08/2022 5:33:43,"481","23,8","47","978"
04/08/2022 5:38:43,"484","23,8","47","978"
04/08/2022 5:43:43,"488","23,8","47","978"
04/08/2022 5:48:43,"483","23,8","47","978"
04/08/2022 5:53:43,"481","23,8","47","978"
04/08/2022 5:58:43,"481","23,8","47","978"
04/08/2022 6:03:43,"493","23,8","47","978"
04/08/2022 6:08:43,"477","23,8","47","978"
04/08/2022 6:13:43,"486","23,8","47","978"
04/08/2022 6:18:43,"489","23,8","47","978"
04/08/2022 6:23:43,"488","23,8","47","979"
04/08/2022 6:28:43,"489","23,8","48","978"
04/08/2022 6:33:43,"500","23,8","48","978"
04/08/2022 6:38:43,"498","23,8","48","978"
04/08/2022 6:43:43,"488","23,8","48","979"
04/08/2022 6:48:43,"491","23,8","48","979"
04/08/2022 6:53:43,"498","23,8","48","978"
04/08/2022 6:58:43,"501","23,8","48","978"
04/08/2022 7:03:43,"506","23,8","48","978"
04/08/2022 7:08:43,"513","23,8","48","978"
04/08/2022 7:13:43,"499","23,8","48","979"
04/08/2022 7:18:43,"507","23,9","48","978"
04/08/2022 7:23:43,"502","23,9","48","979"
04/08/2022 7:28:43,"515","23,8","48","978"
04/08/2022 7:33:43,"504","23,9","48","979"
04/08/2022 7:38:43,"516","23,9","48","979"
04/08/2022 7:43:43,"525","24,0","48","979"
04/08/2022 7:48:43,"538","24,1","48","979"
04/08/2022 7:53:43,"545","24,2","48","979"
04/08/2022 7:58:43,"541","24,4","47","978"
04/08/2022 8:03:43,"546","24,5","47","978"
04/08/2022 8:08:43,"553","24,6","47","978"
04/08/2022 8:13:43,"544","24,7","47","978"
04/08/2022 8:18:43,"581","24,8","47","978"
04/08/2022 8:23:43,"614","25,0","47","978"
04/08/2022 8:28:43,"627","25,2","47","978"
04/08/2022 8:33:43,"635","25,3","46","978"
04/08/2022 8:38:43,"662","25,5","46","978"
04/08/2022 8:43:43,"669","25,6","46","978"
04/08/2022 8:48:43,"661","25,7","46","978"
04/08/2022 8:53:43,"682","25,8","46","979"
04/08/2022 8:58:43,"692","25,9","46","979"
04/08/2022 9:03:43,"684","26,0","46","979"
04/08/2022 9:08:43,"716","26,1","46","979"
04/08/2022 9:13:43,"757","26,1","46","979"
04/08/2022 9:18:43,"763","26,2","45","979"
04/08/2022 9:23:43,"780","26,2","45","979"
04/08/2022 9:28:43,"781","26,3","45","979"
04/08/2022 9:33:43,"829","26,4","45","979"
04/08/2022 9:38:43,"826","26,4","45","979"
04/08/2022 9:43:43,"874","26,5","45","979"
04/08/2022 9:48:43,"876","26,5","45","979"
04/08/2022 9:53:43,"864","26,5","45","979"
04/08/2022 9:58:43,"857","26,5","45","979"
04/08/2022 10:03:43,"836","26,5","45","979"
04/08/2022 10:08:43,"846","26,6","45","979"
04/08/2022 10:13:43,"832","26,5","45","979"
04/08/2022 10:18:43,"821","26,5","45","979"
04/08/2022 10:23:43,"813","26,4","45","979"
04/08/2022 10:28:43,"811","26,4","45","979"
04/08/2022 10:33:43,"813","26,4","46","979"
04/08/2022 10:38:43,"795","26,4","45","979"
04/08/2022 10:43:43,"848","26,4","46","979"
04/08/2022 10:48:43,"799","26,3","46","979"
04/08/2022 10:53:43,"797","26,3","46","979"
04/08/2022 10:58:43,"804","26,3","46","979"
04/08/2022 11:03:43,"801","26,4","46","979"
04/08/2022 11:08:43,"808","26,4","46","979"
04/08/2022 11:13:43,"771","26,4","45","979"
04/08/2022 11:18:43,"780","26,4","45","979"
04/08/2022 11:23:43,"765","26,4","45","979"
04/08/2022 11:28:43,"783","26,4","45","979"
04/08/2022 11:33:43,"759","26,5","44","979"
04/08/2022 11:38:43,"744","26,6","44","979"
04/08/2022 11:43:43,"746","26,6","44","979"
04/08/2022 11:48:43,"752","26,6","44","979"
04/08/2022 11:53:43,"769","26,6","44","979"
04/08/2022 11:58:43,"747","26,6","43","979"
04/08/2022 12:03:43,"736","26,5","43","979"
04/08/2022 12:08:43,"719","26,4","43","979"
04/08/2022 12:13:43,"703","26,3","43","979"
04/08/2022 12:18:43,"678","26,2","43","979"
04/08/2022 12:23:43,"659","26,1","43","978"
04/08/2022 12:28:43,"627","26,0","43","978"
04/08/2022 12:33:43,"626","26,0","43","978"
04/08/2022 12:38:43,"612","25,9","43","978"
04/08/2022 12:43:43,"594","25,8","43","978"
04/08/2022 12:48:43,"598","25,8","43","978"
04/08/2022 12:53:43,"568","25,7","43","978"
04/08/2022 12:58:43,"557","25,7","43","978"
04/08/2022 13:03:43,"560","25,6","43","978"
04/08/2022 13:08:43,"559","25,5","43","978"
04/08/2022 13:13:43,"541","25,4","43","978"
04/08/2022 13:18:43,"533","25,3","43","978"
04/08/2022 13:23:43,"533","25,3","43","978"
04/08/2022 13:28:43,"535","25,3","43","978"
04/08/2022 13:33:43,"547","25,2","43","978"
04/08/2022 13:38:43,"602","25,3","43","978"
04/08/2022 13:43:43,"638","25,5","44","978"
04/08/2022 13:48:43,"665","25,6","44","979"
04/08/2022 13:53:43,"681","25,8","43","979"
04/08/2022 13:58:43,"697","25,8","43","979"
04/08/2022 14:03:43,"717","26,0","43","979"
04/08/2022 14:08:43,"767","26,1","43","979"
04/08/2022 14:13:43,"752","26,2","43","979"
04/08/2022 14:18:43,"732","26,2","43","979"
04/08/2022 14:23:43,"741","26,3","43","979"
04/08/2022 14:28:43,"716","26,3","43","979"
04/08/2022 14:33:43,"726","26,4","43","979"
04/08/2022 14:38:43,"751","26,3","43","978"
04/08/2022 14:43:43,"720","26,3","43","978"
04/08/2022 14:48:43,"676","26,4","43","978"
04/08/2022 14:53:43,"681","26,4","43","978"
04/08/2022 14:58:43,"684","26,4","42","978"
04/08/2022 15:03:43,"682","26,5","42","978"
04/08/2022 15:08:43,"679","26,5","42","978"
04/08/2022 15:13:43,"677","26,5","42","978"
04/08/2022 15:18:43,"684","26,5","42","978"
04/08/2022 15:23:43,"685","26,5","42","978"
04/08/2022 15:28:43,"703","26,5","42","978"
04/08/2022 15:33:43,"687","26,5","42","978"
04/08/2022 15:38:43,"642","26,5","42","978"
04/08/2022 15:43:43,"679","26,6","42","978"
04/08/2022 15:48:43,"674","26,6","42","978"
04/08/2022 15:53:43,"675","26,5","42","978"
04/08/2022 15:58:43,"696","26,6","42","978"
04/08/2022 16:03:43,"721","26,6","42","978"
04/08/2022 16:08:43,"689","26,5","42","978"
04/08/2022 16:13:43,"670","26,5","42","978"
04/08/2022 16:18:43,"654","26,5","42","978"
04/08/2022 16:23:43,"657","26,5","42","978"
04/08/2022 16:28:43,"652","26,4","42","978"
04/08/2022 16:33:43,"645","26,4","42","978"
04/08/2022 16:38:43,"648","26,4","42","978"
04/08/2022 16:43:43,"646","26,2","42","978"
04/08/2022 16:48:43,"629","26,0","42","978"
04/08/2022 16:53:43,"608","25,8","42","978"
04/08/2022 16:58:43,"584","25,7","43","978"
04/08/2022 17:03:43,"572","25,5","43","978"
04/08/2022 17:08:43,"560","25,4","43","978"
04/08/2022 17:13:43,"539","25,3","43","978"
04/08/2022 17:18:43,"537","25,2","43","978"
04/08/2022 17:23:43,"526","25,1","44","978"
04/08/2022 17:28:43,"517","25,0","44","978"
04/08/2022 17:33:43,"502","25,0","44","978"
04/08/2022 17:38:43,"506","24,9","44","978"
04/08/2022 17:43:43,"484","24,9","44","978"
04/08/2022 17:48:43,"477","24,8","44","978"
04/08/2022 17:53:43,"490","24,8","44","978"
04/08/2022 17:58:43,"488","24,7","45","977"
04/08/2022 18:03:43,"493","24,7","45","977"
04/08/2022 18:08:43,"467","24,6","45","978"
04/08/2022 18:13:43,"474","24,6","45","978"
04/08/2022 18:18:43,"479","24,6","46","977"
04/08/2022 18:23:43,"472","24,6","46","977"
04/08/2022 18:28:43,"461","24,5","46","977"
04/08/2022 18:33:43,"458","24,5","46","977"
04/08/2022 18:38:43,"466","24,4","46","977"
04/08/2022 18:43:43,"457","24,4","47","977"
04/08/2022 18:48:43,"466","24,4","47","977"
04/08/2022 18:53:43,"459","24,4","47","977"
04/08/2022 18:58:43,"459","24,3","47","977"
04/08/2022 19:03:43,"467","24,4","47","977"
04/08/2022 19:08:43,"459","24,3","47","977"
04/08/2022 19:13:43,"455","24,3","48","977"
04/08/2022 19:18:43,"455","24,3","48","977"
04/08/2022 19:23:43,"462","24,3","48","977"
04/08/2022 19:28:43,"462","24,2","48","977"
